por	pob
Se o figado, ou baço do enfermo estiver opilado , lhe fareis a untura com a maõ atè que se encorpore; e se nestas partes houver inflammaçaõ , evitay o encorporalla; porque com o untar, ainda que leve, por continuado se fará mais sentido.	Se o fígado, ou baço do enfermo estiver opilado, lhe fareis a untura com a mão até que se incorpore; e se nestas partes houver inflamação, evitai o incorporá-la; porque com o untar, ainda que leve, por continuado se fará mais sentido.
Este accidente he muitas vezes produzido por algum erro , que os doentes tenhaõ feito contra a dieta ; o que naõ he raro entre os Marinheiros , ou por se terem exposto fóra de proposito a hum ar frio, por ter tomado imprudentemente , e sem conselho de quem os trata , algum laxante , ou qualquer outro remedio para excitar o suôr , ou finalmente por se terem entregado a alguma paixaõ violenta capaz de alterar , e revoltar o sangue .	Este acidente é muitas vezes produzido por algum erro, que os doentes tenham feito contra a dieta; o que não é raro entre os Marinheiros, ou por se terem exposto fora de propósito a um ar frio, por ter tomado imprudentemente, e sem conselho de quem os trata, algum laxante, ou qualquer outro remédio para excitar o suor, ou finalmente por se terem entregado a alguma paixão violenta capaz de alterar, e revoltar o sangue.
A enfermos sem esperança de vida , vi jà sarar , bebendo a agoa cozida com agriões , e o comer cozido com elles , servindo-lhes os mesmos tambem de alimento depois de cozidos com a carne .	A enfermos sem esperança de vida, vi já sarar, bebendo a água cozida com agriões, e o comer cozido com eles, servindo-lhes os mesmos também de alimento depois de cozidos com a carne.
Ainda que estes suores sejaõ bons , e approvados , podem matar , se forem demasiados ; e assim deve o prudente Enfermeiro ver com particular attençaõ se o enfermo se vay enfraquecendo muito , que em tal caso lho deve logo evitar .	Ainda que estes suores sejam bons, e aprovados, podem matar, se forem demasiados; e assim deve o prudente Enfermeiro ver com particular atenção se o enfermo se vai enfraquecendo muito, que em tal caso lho deve logo evitar.
Este symptoma particular parece indicar , que a causa destas febres consiste tanto na corrupçaõ , e na depravaçaõ total dos humores , e do sangue , como no enfraquecimento das partes organicas , e sólidas , que naõ podem mais desempenhar suas funções ; ajuntai a isto hum miasma , ou hum principio insensivel heterogeneo , e subtil , hum certo veneno espalhado pelo ár , que ataca os nervos , como na peste , que se póde ver como huma especie de febre maligna , elevada ao seu mais alto grão , e vós tereis a verdadeira causa das febres malignas .	Este sintoma particular parece indicar, que a causa destas febres consiste tanto na corrupção, e na depravação total dos humores, e do sangue, como no enfraquecimento das partes orgânicas, e sólidas, que não podem mais desempenhar suas funções; ajuntai a isto um miasma, ou um princípio insensível heterogêneo, e subtil, um certo veneno espalhado pelo ar, que ataca os nervos, como na peste, que se pode ver como uma espécie de febre maligna, elevada ao seu mais alto grão, e vós tereis a verdadeira causa das febres malignas.
Ha entre os Marinheiros huma preoccupaçaõ contra perigosa contra o tartaro emetico , e contra todos os outros remedios , que se daõ para fazer vomitar .	Há entre os Marinheiros uma preocupação perigosa contra o tártaro emético, e contra todos os outros remédios, que se dão para fazer vomitar.
A primeira junta , que se ha de untar , será o artelho do pé direito , espalhando perto da junta o unguento , que estiver no papel ; e aquecendo as mãos , se esfregará de modo, que a parte aqueça , e o unguento se consuma , e metta para dentro , em fórma , que fique a parte enxuta ; e logo se cubrirá o pé com a ponta do lançol , e se passará ao joelho direito , fugindo sempre dos nervos , por ser o azougue inimigo delles ; e depois de untado , e cuberto , se passará ao quadril da mesma parte , e se fará o mesmo ; e cuberto este lado , se passará ao esquerdo , observando o proprio , que no direito , na mesma fórma .	A primeira junta, que se há de untar, será o artelho do pé direito, espalhando perto da junta o unguento, que estiver no papel; e aquecendo as mãos, se esfregará de modo, que a parte aqueça, e o unguento se consuma, e meta para dentro, em forma, que fique a parte enxuta; e logo se cobrirá o pé com a ponta do lençol, e se passará ao joelho direito, fugindo sempre dos nervos, por ser o azougue inimigo deles; e depois de untado, e coberto, se passará ao quadril da mesma parte, e se fará o mesmo; e coberto este lado, se passará ao esquerdo, observando o próprio, que no direito, na mesma forma.
Aos que tiverem serampo , ou bexigas , se lhes ha de dar da mesma agoa cozida ; porèm fria sem ser com neve , e pouca , porque lhes naõ cause cursos , que nestas queixas saõ muitos perigosos .	Aos que tiverem sarampo, ou bexigas, se lhes há de dar da mesma água cozida; porém fria sem ser com neve, e pouca, porque lhes não cause cursos, que nestas queixas são muitos perigosos.
Acabada a untura em todas as juntas referidas , se mandará pôr o enfermo de lado , ( e nunca de costas ) com os braços estendidos pelo corpo , e elle na mesma fórma , e se embrulhará no lançol , lançando-lhe a roupa , e cobrindo-lhe a cabeça , mas naõ o rosto , e se abrigará com os cobertores , que forem precisos ; porèm moderadamente , conforme o tempo , e forças do enfermo , de fórma , que se naõ afflija , nem se lhe mova o suor por irritaçaõ de muito fato ; porque o suor sendo logo immediato à untura , naõ he bom , porque pelos mesmos poros se transpira o azougue ; e naõ se detendo , naõ se póde actuar , e circular com o sangue , e he causa de que o numero das unturas seja mayor ; e muitas vezes por esta evacuaçaõ accidental sim conseguem melhoras os enfermos , mas pelo tempo adiante tornaõ a recahir com as mesmas queixas , pelo remedio naõ existir em quantidade capaz para curar .	Acabada a untura em todas as juntas referidas, se mandará pôr o enfermo de lado, (e nunca de costas) com os braços estendidos pelo corpo, e ele na mesma forma, e se embrulhará no lençol, lançando-lhe a roupa, e cobrindo-lhe a cabeça, mas não o rosto, e se abrigará com os cobertores, que forem precisos; porém moderadamente, conforme o tempo, e forças do enfermo, de forma, que se não aflija, nem se lhe mova o suor por irritação de muito fato; porque o suor sendo logo imediato à untura, não é bom, porque pelos mesmos poros se transpira o azougue; e não se detendo, não se pode atuar, e circular com o sangue, e é causa de que o número das unturas seja maior; e muitas vezes por esta evacuação acidental sim conseguem melhoras os enfermos, mas pelo tempo adiante tornam a recair com as mesmas queixas, pelo remédio não existir em quantidade capaz para curar.
Se os Marinheiros por ter faltado a estes preceitos se sentirem com o estomago demaziadamente carregado ; se tem perdido a vontade de comer , pôr-se-haõ de cama , conservar-se-haõ o mais quente que puderem por dous , ou tres dias , bebéraõ agoa pura em abundancia , e limonada ; e se o suôr se declarar beberáõ algumas chicaras da insusaõ das vulnerarias de Suissia em forma de chá , abster-se-haõ de todo o alimento , ainda mesmo de caldo : se esta abstinencia naõ bastar para desembaraçar o estomago , se elles tiverem a bocca amargosa , saburrosa , a lingua carregada , se lhe naõ tornar a vir a vontade de comer , tomaráõ dous , ou tres cópos do vomitorio N. 21. , que desembaraçará o seu estomago , prevenirá as febres podres , ou qualquer outra doença .	Se os Marinheiros por ter faltado a estes preceitos se sentirem com o estômago demasiadamente carregado; se tem perdido a vontade de comer, pôr-se-ão de cama, conservar-se-ão o mais quente que puderem por dois, ou três dias, beberão água pura em abundância, e limonada; e se o suor se declarar beberão algumas xícaras da infusão das vulnerárias de Suíça em forma de chá, abster-se-ão de todo o alimento, ainda mesmo de caldo: se esta abstinência não bastar para desembaraçar o estômago, se eles tiverem a boca amargosa, saburrosa, a língua carregada, se lhe não tornar a vir a vontade de comer, tomarão dois, ou três copos do vomitório N. 21., que desembaraçará o seu estômago, prevenirá as febres podres, ou qualquer outra doença.
Além do abatimento , que eu ja disse ser o signal caracteristico , e distinctivo das febres malignas , experimentaõ os doentes ainda outros , que he precizo examina-los miudamente .	Além do abatimento, que eu já disse ser o sinal característico, e distintivo das febres malignas, experimentam os doentes ainda outros, que é preciso examiná-los miudamente.
AOs feridos de pouco tempo , aos que tiverem erisipela , freneticos , e aos que tiverem cabruncos , se lhes dará agoa em abundancia , e fria ; e se for cozida com escorcioneira , melhor .	Aos feridos de pouco tempo, aos que tiverem erisipela, frenéticos, e aos que tiverem cabruncos, se lhes dará água em abundância, e fria; e se for cozida com escorcioneira, melhor.
Estes vomitorios fazem ordinariamente tomar huma boa volta , ou mudança á doença , com tanto que se attenda a da-los , quando todos os symptomas inflammatorios se tiverem dissipado ; porque he certo , que se naõ póde dar qualquer vomitorio a huma pessoa , que tem o bofe inflammado , e nimiamente cheio de sangue , e cujos vasos estouraõ sómente pelo esforço da tosse , como eu tenho visto praticar a muitos Cirurgiões de Navios , sem pôrem os doentes em perigo de morte , e serem reputados por homicidas .	Estes vomitórios fazem ordinariamente tomar uma boa volta, ou mudança à doença, com tanto que se atenda a dá-los, quando todos os sintomas inflamatórios se tiverem dissipado; porque é certo, que se não pode dar qualquer vomitório a uma pessoa, que tem o bofe inflamado, e nimiamente cheio de sangue, e cujos vasos estouram somente pelo esforço da tosse, como eu tenho visto praticar a muitos Cirurgiões de Navios, sem porém os doentes em perigo de morte, e serem reputados por homicidas.
Se o banho for geral em todo o corpo , e for de cozimento de ervas , de agoa fria, ou quente , procurareis ter instromento, aonde possa o enfermo estar de sorte , que o banho o cubra todo , ou atè à parte, onde o Medico mandar.	Se o banho for geral em todo o corpo, e for de cozimento de ervas, de água fria, ou quente, procurareis ter instrumento, aonde possa o enfermo estar de sorte, que o banho o cubra todo, ou até à parte, onde o Médico mandar.
Se o Medico naõ vier de pressa , mandará o Enfermeiro vir logo da botica pós de terra figillada , bolo armenio , margaritas preparadas , de cada cousa hum escrupulo , xarope de rosas secas , e marmellos , de cada hum huma onça , agoa de cerejas quatro onças ; e lhe dará esta bebida , porque he conveniente .	Se o Médico não vier depressa, mandará o Enfermeiro vir logo da botica pós de terra sigilada, bolo armênio, margaritas preparadas, de cada cousa um escrúpulo, xarope de rosas secas, e marmelos, de cada um uma onça, água de cerejas quatro onças; e lhe dará esta bebida, porque é conveniente.
Aos camarentos se lhes ha de dar a agoa ferrada com aço , ou ouro ; advertindo , que se ha de ferrar duas , ou trez vezes ; porque ferrada só huma vez , lhe causaria mais cursos ao enfermo .	Aos camarentos se lhes há de dar a água ferrada com aço, ou ouro; advertindo, que se há de ferrar duas, ou três vezes; porque ferrada só uma vez, lhe causaria mais cursos ao enfermo.
